id_combinacion,semilla,numb_bees,max_itrs,p_f,limit,modification_rate,fitness_final,factible,violacion_total,tiempo_ejecucion,x1,x2,x3,x4,convergencia_final
0,2,50,100,0.25,10,0.1,3.1064026585244173,True,0,1.385138,0.2938932995944266,4.533436428049596,8.760154109344876,0.34231928277569695,3.1064026585244173
0,3,50,100,0.25,10,0.1,2.9859959466608728,True,0,1.333735,0.4473779745983059,1.8529334795567989,6.97149606951853,0.4845361063928855,2.9859959466608728
0,5,50,100,0.25,10,0.1,3.9791077897862865,True,0,1.354221,0.29145529241367724,5.323897093328593,4.4930049108562695,0.8330113773333355,3.9791077897862865
0,7,50,100,0.25,10,0.1,4.00037516876753,True,0,1.356244,0.5755576693032766,1.9076371830646366,4.683640355623487,0.9212718795743049,4.00037516876753
0,11,50,100,0.25,10,0.1,3.3564383165534153,True,0,1.372518,0.5000645848826292,2.211083850707744,5.093488625382188,0.6911607930011271,3.3564383165534153
1,2,50,100,0.25,10,0.5,3.1064026585244173,True,0,1.417675,0.2938932995944266,4.533436428049596,8.760154109344876,0.34231928277569695,3.1064026585244173
1,3,50,100,0.25,10,0.5,4.400901143457667,True,0,1.381518,0.8878389682151946,1.3542270156738319,4.241761567394057,1.0281775324852946,4.400901143457667
1,5,50,100,0.25,10,0.5,3.8512366337230537,True,0,1.312744,0.49020214373403936,4.305087497371211,5.818651346099598,0.5285484086101664,3.8512366337230537
1,7,50,100,0.25,10,0.5,4.384316362477525,True,0,1.381752,0.2634790500472527,3.4594992543100105,7.745441169347951,0.6331099763040658,4.384316362477525
1,11,50,100,0.25,10,0.5,3.705318189904536,True,0,1.38374,0.40373429002656624,2.265579596513914,8.534972044261153,0.49369526605962333,3.705318189904536
2,2,50,100,0.25,50,0.1,3.1064026585244173,True,0,1.363918,0.2938932995944266,4.533436428049596,8.760154109344876,0.34231928277569695,3.1064026585244173
2,3,50,100,0.25,50,0.1,2.9859959466608728,True,0,1.336063,0.4473779745983059,1.8529334795567989,6.97149606951853,0.4845361063928855,2.9859959466608728
2,5,50,100,0.25,50,0.1,3.9791077897862865,True,0,1.365329,0.29145529241367724,5.323897093328593,4.4930049108562695,0.8330113773333355,3.9791077897862865
2,7,50,100,0.25,50,0.1,3.9161151709139124,True,0,1.322351,0.34066283241475004,4.612886684812331,5.742679832602464,0.6465359250525622,3.9161151709139124
2,11,50,100,0.25,50,0.1,3.3564383165534153,True,0,1.313349,0.5000645848826292,2.211083850707744,5.093488625382188,0.6911607930011271,3.3564383165534153
3,2,50,100,0.25,50,0.5,3.1064026585244173,True,0,1.29554,0.2938932995944266,4.533436428049596,8.760154109344876,0.34231928277569695,3.1064026585244173
3,3,50,100,0.25,50,0.5,4.837992294544924,True,0,1.295527,0.3743720430637726,3.141251419864485,6.662581682129815,0.7920120115193169,4.837992294544924
3,5,50,100,0.25,50,0.5,5.198839927686264,True,0,1.298392,0.3503137344877484,3.500277504099188,5.770944386359572,0.9723241149589846,5.198839927686264
3,7,50,100,0.25,50,0.5,5.004059116212387,True,0,1.291642,0.31143445110059814,4.280494996494028,6.425243342369222,0.8043789125250198,5.004059116212387
3,11,50,100,0.25,50,0.5,5.076817046778149,True,0,1.319266,0.238772853284026,6.331603631116839,7.807257500898843,0.6125736150152711,5.076817046778149
4,2,50,100,0.45,10,0.1,2.87293352224745,True,0,1.305444,0.1852255166253854,8.195443518598085,8.328805077433616,0.2881052942475175,2.87293352224745
4,3,50,100,0.45,10,0.1,3.6683400324459337,True,0,1.316886,0.5017014140442998,2.457740137295511,6.393163836175782,0.5896770648505891,3.6683400324459337
4,5,50,100,0.45,10,0.1,3.706245371163998,True,0,1.289418,0.2999407631818963,4.831992535075701,5.030155036426941,0.7078707894810615,3.706245371163998
4,7,50,100,0.45,10,0.1,3.6588688019758155,True,0,1.281645,0.2789664891526351,4.7072703769733035,5.902872401338063,0.6125370418148988,3.6588688019758155
4,11,50,100,0.45,10,0.1,4.125998046783312,True,0,1.279766,0.4291202739269336,2.2247483246743274,6.27083609376885,0.7504686939978912,4.125998046783312
5,2,50,100,0.45,10,0.5,3.1064026585244173,True,0,1.267467,0.2938932995944266,4.533436428049596,8.760154109344876,0.34231928277569695,3.1064026585244173
5,3,50,100,0.45,10,0.5,4.6859618618124275,True,0,1.224064,0.17945683881702396,9.04975724152949,5.435159558646608,0.7240535234675514,4.6859618618124275
5,5,50,100,0.45,10,0.5,2.7204979523730857,True,0,1.218143,0.17715029507612734,8.460063813327073,8.31591797657917,0.2701154515428322,2.7204979523730857
5,7,50,100,0.45,10,0.5,3.5789373918750496,True,0,1.281313,0.6014217024955311,1.4673548404401362,5.8555688907446255,0.6867985027526419,3.5789373918750496
5,11,50,100,0.45,10,0.5,3.454795806331425,True,0,1.263501,0.4661745834562073,2.77630908492034,7.0698836760709725,0.4886429792094243,3.454795806331425
6,2,50,100,0.45,50,0.1,3.1064026585244173,True,0,1.34454,0.2938932995944266,4.533436428049596,8.760154109344876,0.34231928277569695,3.1064026585244173
6,3,50,100,0.45,50,0.1,3.6683400324459337,True,0,1.283321,0.5017014140442998,2.457740137295511,6.393163836175782,0.5896770648505891,3.6683400324459337
6,5,50,100,0.45,50,0.1,3.5781764609127973,True,0,1.301363,0.3107972327837444,5.685112623295869,5.417949212138522,0.5791228604196802,3.5781764609127973
6,7,50,100,0.45,50,0.1,3.6588688019758155,True,0,1.346771,0.2789664891526351,4.7072703769733035,5.902872401338063,0.6125370418148988,3.6588688019758155
6,11,50,100,0.45,50,0.1,4.243693572659714,True,0,1.303372,0.45536467566641936,2.3080058551379503,6.358021445764842,0.744733066771443,4.243693572659714
7,2,50,100,0.45,50,0.5,3.1064026585244173,True,0,1.305379,0.2938932995944266,4.533436428049596,8.760154109344876,0.34231928277569695,3.1064026585244173
7,3,50,100,0.45,50,0.5,4.623530434462379,True,0,1.291581,0.8274635225956268,1.4203080875837464,3.742765334398061,1.2782396573459978,4.623530434462379
7,5,50,100,0.45,50,0.5,5.9512900556046695,True,0,1.293589,0.5519034209861093,5.875648372945474,4.611084504757581,0.9013388356320197,5.9512900556046695
7,7,50,100,0.45,50,0.5,4.616917418535437,True,0,1.313154,0.2784798202972118,4.787508564467117,5.439040144421265,0.8556998109790531,4.616917418535437
7,11,50,100,0.45,50,0.5,3.8521241960768995,True,0,1.24015,0.14564330820020338,9.140928787025304,7.918519979090603,0.4126610445476141,3.8521241960768995
8,2,50,500,0.25,10,0.1,3.1064026585244173,True,0,6.212226,0.2938932995944266,4.533436428049596,8.760154109344876,0.34231928277569695,3.1064026585244173
8,3,50,500,0.25,10,0.1,2.9859959466608728,True,0,6.184072,0.4473779745983059,1.8529334795567989,6.97149606951853,0.4845361063928855,2.9859959466608728
8,5,50,500,0.25,10,0.1,3.5243434342021946,True,0,5.8367,0.286307891770954,4.963491491591711,6.36014861185053,0.5299148672365666,3.5243434342021946
8,7,50,500,0.25,10,0.1,3.5678336246326223,True,0,5.820898,0.6949667372733989,1.3868603235592247,5.002752764385293,0.763599048009817,3.5678336246326223
8,11,50,500,0.25,10,0.1,3.3564383165534153,True,0,5.787424,0.5000645848826292,2.211083850707744,5.093488625382188,0.6911607930011271,3.3564383165534153
9,2,50,500,0.25,10,0.5,3.1064026585244173,True,0,5.803084,0.2938932995944266,4.533436428049596,8.760154109344876,0.34231928277569695,3.1064026585244173
9,3,50,500,0.25,10,0.5,2.94255830288637,True,0,5.761275,0.219105584890821,4.866412293684901,7.319951643317198,0.4040415911010766,2.94255830288637
9,5,50,500,0.25,10,0.5,3.741794271277311,True,0,5.704178,0.7576883023367668,1.2941024594569268,5.078646636750034,0.7816896847193268,3.741794271277311
9,7,50,500,0.25,10,0.5,2.7859081607457923,True,0,5.79139,0.19804028159140002,7.618992406722675,7.426393200309441,0.31793965715201883,2.7859081607457923
9,11,50,500,0.25,10,0.5,3.641404874848673,True,0,5.694139,0.6606388586885007,1.5728966360727064,5.038783651982134,0.7636961401561162,3.641404874848673
10,2,50,500,0.25,50,0.1,3.1064026585244173,True,0,5.597584,0.2938932995944266,4.533436428049596,8.760154109344876,0.34231928277569695,3.1064026585244173
10,3,50,500,0.25,50,0.1,2.9859959466608728,True,0,5.62731,0.4473779745983059,1.8529334795567989,6.97149606951853,0.4845361063928855,2.9859959466608728
10,5,50,500,0.25,50,0.1,3.9791077897862865,True,0,5.567721,0.29145529241367724,5.323897093328593,4.4930049108562695,0.8330113773333355,3.9791077897862865
