id_combinacion,semilla,numb_bees,max_itrs,p_f,limit,modification_rate,fitness_final,factible,violacion_total,tiempo_ejecucion,x1,x2,x3,x4,convergencia_final
26,7,150,500,0.25,50,0.1,3.8240920949704833,True,0,22.169346,0.40998085140130297,3.74544504906524,4.968334383224803,0.7375983485322395,3.8240920949704833
26,11,150,500,0.25,50,0.1,3.607536798182454,True,0,22.13964,0.22901845158586615,5.4414746537439616,6.212931150793097,0.566541462672932,3.607536798182454
27,2,150,500,0.25,50,0.5,3.1064026585244173,True,0,22.271742,0.2938932995944266,4.533436428049596,8.760154109344876,0.34231928277569695,3.1064026585244173
27,3,150,500,0.25,50,0.5,3.111190317468797,True,0,22.133192,0.21827150296902864,5.676184677389293,9.118093024452623,0.32583970885874514,3.111190317468797
27,5,150,500,0.25,50,0.5,2.954282827243876,True,0,21.999517,0.13846525319234396,8.207306715720085,8.08773686953835,0.32177841339952407,2.954282827243876
27,7,150,500,0.25,50,0.5,4.223202441876588,True,0,22.18227,0.40678551377367034,4.372065998176625,5.204490072263154,0.7443206742437577,4.223202441876588
27,11,150,500,0.25,50,0.5,2.9481716496559693,True,0,22.025971,0.2148294230198086,5.837842012179919,9.4626747418432,0.2934875288034795,2.9481716496559693
28,2,150,500,0.45,10,0.1,3.1064026585244173,True,0,22.527532,0.2938932995944266,4.533436428049596,8.760154109344876,0.34231928277569695,3.1064026585244173
28,3,150,500,0.45,10,0.1,2.7293730295242375,True,0,22.281426,0.27185227612354723,4.855272058963191,7.783515939929151,0.33042030807847045,2.7293730295242375
28,5,150,500,0.45,10,0.1,2.9464548992438666,True,0,22.02063,0.2112807956415349,5.375264595298782,8.813053782523358,0.32639912685417627,2.9464548992438666
28,7,150,500,0.45,10,0.1,2.883481698966426,True,0,22.489981,0.33061295402233665,4.165587390428434,6.386402376297687,0.4265054178038058,2.883481698966426
28,11,150,500,0.45,10,0.1,3.3411784600230083,True,0,22.250302,0.41615155280383265,2.805321645133652,5.461935766070114,0.6350718703465618,3.3411784600230083
29,2,150,500,0.45,10,0.5,3.0069006203410495,True,0,21.518798,0.33467405661603733,3.861871321851767,8.55041996903998,0.3441977514721726,3.0069006203410495
29,3,150,500,0.45,10,0.5,3.058559526191011,True,0,22.098533,0.3340310710667325,2.1535284959882754,8.01587903589316,0.44836841455752763,3.058559526191011
29,5,150,500,0.45,10,0.5,2.9245026185096927,True,0,22.139966,0.3517853137143365,4.790403741033012,7.107882823049907,0.3532139589092568,2.9245026185096927
29,7,150,500,0.45,10,0.5,3.3514201774918995,True,0,22.165967,0.35558673416586895,3.717926967923501,7.68474999818616,0.43234421421662605,3.3514201774918995
29,11,150,500,0.45,10,0.5,1.9469216028892422,True,0,22.197842,0.21797440790901032,3.431624182325109,8.52810579721149,0.2470371633276937,1.9469216028892422
30,2,150,500,0.45,50,0.1,3.1064026585244173,True,0,21.70394,0.2938932995944266,4.533436428049596,8.760154109344876,0.34231928277569695,3.1064026585244173
30,3,150,500,0.45,50,0.1,2.947872259307417,True,0,21.600655,0.3905179274975204,1.8736143189384145,7.7613041825439115,0.44409523698035114,2.947872259307417
30,5,150,500,0.45,50,0.1,3.3063995191519124,True,0,22.115706,0.4259941731410139,2.5409388952080154,5.809053268634669,0.6050526660124634,3.3063995191519124
30,7,150,500,0.45,50,0.1,3.497215484762532,True,0,22.212946,0.3384109533020173,3.898460892447041,6.3041305915649755,0.5533816272988233,3.497215484762532
30,11,150,500,0.45,50,0.1,2.981989925955487,True,0,13.786382,0.32299423519361026,3.1262700177653238,6.215676648482124,0.511911352481702,2.981989925955487
31,2,150,500,0.45,50,0.5,2.4673832255044226,True,0,13.68547,0.1956088380396565,5.070430905605118,7.931378883166602,0.30961936477091356,2.4673832255044226
31,3,150,500,0.45,50,0.5,3.1580184586966142,True,0,13.737251,0.47837164467945403,2.6191384541930995,6.318500262713196,0.49404761255267315,3.1580184586966142
31,5,150,500,0.45,50,0.5,3.4718304274393503,True,0,13.59338,0.3535905634574591,6.042980289279106,6.333434252145207,0.43182130071225755,3.4718304274393503
31,7,150,500,0.45,50,0.5,3.5657636779214434,True,0,13.539171,0.237060642414925,5.407989947817117,8.80377625254946,0.3929350729516416,3.5657636779214434
31,11,150,500,0.45,50,0.5,3.10719839879375,True,0,13.554784,0.24704441889032047,5.98820576872425,9.487310485537524,0.2963250776917167,3.10719839879375
