id_combinacion,numb_bees,max_itrs,p_f,limit,modification_rate,total_experimentos,experimentos_factibles,experimentos_no_factibles,tasa_factibilidad,fitness_count,fitness_mean,fitness_std,fitness_median,fitness_min,fitness_max,fitness_q25,fitness_q75,fitness_iqr,fitness_cv,tiempo_mean,tiempo_std,tiempo_median,tiempo_min,tiempo_max,tiempo_factibles_mean,tiempo_factibles_std,x1_mean,x1_std,x1_median,x1_min,x1_max,x2_mean,x2_std,x2_median,x2_min,x2_max,x3_mean,x3_std,x3_median,x3_min,x3_max,x4_mean,x4_std,x4_median,x4_min,x4_max,convergencia_mean,convergencia_std,convergencia_median,convergencia_min,convergencia_max,ranking_fitness,es_top_10_pct,es_top_20_pct
119,150,500,0.45,10,0.9,30,30,0,100.0,30,2.80482,0.439087,2.698659,2.021525,3.911483,2.548487,3.109821,0.561334,15.654715,22.06772,0.266784,22.093977,21.208021,22.431142,22.06772,0.266784,0.243606,0.066074,0.234531,0.152957,0.413023,5.501947,2.048143,5.080779,2.431788,9.503665,8.255993,1.219507,8.020195,4.674558,9.993834,0.337573,0.127856,0.307504,0.211973,0.843731,2.80482,0.439087,2.698659,2.021525,3.911483,54,False,False
237,450,1000,0.75,50,0.1,30,30,0,100.0,30,2.80794,0.423709,2.806949,1.998708,3.746238,2.565773,3.027554,0.461781,15.089665,618.203863,8.512569,616.372234,608.813285,658.875504,618.203863,8.512569,0.314293,0.114667,0.299072,0.147862,0.636653,3.967948,1.637781,3.691412,1.691019,8.073781,7.440973,1.284377,7.664018,5.074816,9.88259,0.398217,0.133973,0.368034,0.236176,0.78585,2.80794,0.423709,2.806949,1.998708,3.746238,55,False,False
205,450,500,0.45,150,0.5,30,30,0,100.0,30,2.813339,0.401835,2.72359,2.108373,3.861434,2.63116,3.002606,0.371447,14.283199,309.927495,3.669704,309.340584,305.961259,328.490657,309.927495,3.669704,0.270321,0.081768,0.259636,0.163541,0.536761,4.762576,1.987739,4.068565,2.558381,9.491474,8.154308,1.346553,8.494472,5.111854,9.88259,0.34925,0.102475,0.315197,0.229325,0.709691,2.813339,0.401835,2.72359,2.108373,3.861434,56,False,False
191,450,500,0.25,10,0.9,30,30,0,100.0,30,2.821125,0.313274,2.850253,2.0395,3.345238,2.596789,3.070967,0.474178,11.104567,310.245548,2.321958,309.71411,308.07986,321.313468,310.245548,2.321958,0.25477,0.088385,0.239976,0.158994,0.608658,5.284062,2.077457,4.96912,1.561348,9.488047,8.45811,1.137011,8.716495,5.326184,9.943974,0.329056,0.084803,0.31058,0.228049,0.613471,2.821125,0.313274,2.850253,2.0395,3.345238,57,False,False
194,450,500,0.25,50,0.9,30,30,0,100.0,30,2.821125,0.313274,2.850253,2.0395,3.345238,2.596789,3.070967,0.474178,11.104567,309.154692,0.690377,309.170542,307.621601,310.364571,309.154692,0.690377,0.25477,0.088385,0.239976,0.158994,0.608658,5.284062,2.077457,4.96912,1.561348,9.488047,8.45811,1.137011,8.716495,5.326184,9.943974,0.329056,0.084803,0.31058,0.228049,0.613471,2.821125,0.313274,2.850253,2.0395,3.345238,57,False,False
73,50,1000,0.75,10,0.5,30,30,0,100.0,30,2.821164,0.316885,2.856692,2.330304,3.417402,2.521078,3.031206,0.510128,11.232407,6.644368,0.165782,6.702518,6.119361,6.825544,6.644368,0.165782,0.31419,0.06293,0.323004,0.182314,0.42031,3.67224,1.665677,3.014372,2.016653,9.317351,7.420503,1.105406,7.409282,5.658304,9.840127,0.402177,0.095799,0.39537,0.215964,0.567957,2.821164,0.316885,2.856692,2.330304,3.417402,59,False,False
197,450,500,0.25,150,0.9,30,30,0,100.0,30,2.830821,0.364068,2.747727,2.0395,4.102879,2.678633,3.013581,0.334948,12.860851,309.952306,3.997942,309.31864,302.541567,327.981789,309.952306,3.997942,0.248545,0.121367,0.233507,0.139378,0.794238,5.403816,2.166263,5.295177,1.672125,9.491474,8.267667,1.221917,8.529229,4.61473,9.88259,0.345219,0.124583,0.306729,0.229325,0.844282,2.830821,0.364068,2.747727,2.0395,4.102879,60,False,False
216,450,1000,0.25,10,0.1,30,30,0,100.0,30,2.833348,0.390914,2.881131,1.8503,3.740512,2.706465,2.962832,0.256367,13.796885,606.750124,48.085185,632.514767,527.634347,673.063663,606.750124,48.085185,0.281514,0.10581,0.258447,0.127761,0.499066,4.824404,2.054304,4.290094,2.149859,9.491474,7.61989,1.434858,7.668707,5.40865,9.88259,0.380129,0.12097,0.344648,0.214871,0.604457,2.833348,0.390914,2.881131,1.8503,3.740512,61,False,False
130,150,500,0.75,50,0.5,30,30,0,100.0,30,2.835135,0.410127,2.891313,1.880103,3.653393,2.54153,3.014872,0.473342,14.465865,21.89997,0.307323,21.90781,21.425309,23.055382,21.89997,0.307323,0.295896,0.083966,0.270114,0.14052,0.525588,3.883779,1.550734,3.634215,1.762749,8.106801,8.097941,1.169067,8.181339,5.678855,9.778691,0.370098,0.095928,0.373523,0.221412,0.633175,2.835135,0.410127,2.891313,1.880103,3.653393,62,False,False
148,150,1000,0.45,50,0.5,30,30,0,100.0,30,2.836346,0.324928,2.832779,2.134101,3.487216,2.679544,3.049449,0.369905,11.455856,44.381079,0.395163,44.450735,43.274177,45.120649,44.381079,0.395163,0.239004,0.081052,0.224781,0.130363,0.500541,5.909987,1.933657,6.01015,2.416643,9.22834,8.14444,1.169661,8.203594,5.068853,9.954534,0.331238,0.089156,0.313093,0.222419,0.672265,2.836346,0.324928,2.832779,2.134101,3.487216,63,False,False
137,150,1000,0.25,10,0.9,30,30,0,100.0,30,2.838531,0.289894,2.857855,2.359962,3.527157,2.590483,3.018611,0.428128,10.2128,44.904616,0.350623,45.024119,43.959376,45.404606,44.904616,0.350623,0.266562,0.118319,0.245774,0.136204,0.724848,5.410216,2.434518,5.137632,1.287879,9.922031,7.822594,1.142206,7.940299,5.193639,9.997081,0.358074,0.106933,0.327764,0.224643,0.727671,2.838531,0.289894,2.857855,2.359962,3.527157,64,False,False
72,50,1000,0.75,10,0.1,30,30,0,100.0,30,2.840303,0.428327,2.795491,1.801762,3.61355,2.64474,3.194631,0.549891,15.080313,6.704447,0.184571,6.775441,6.090764,6.890344,6.704447,0.184571,0.265807,0.079281,0.26072,0.13762,0.415163,4.762177,1.670768,4.555786,2.492277,8.626314,7.188689,1.18756,7.055166,4.626349,9.155766,0.406804,0.130346,0.406666,0.214022,0.787653,2.840303,0.428327,2.795491,1.801762,3.61355,65,False,False
199,450,500,0.45,10,0.5,30,30,0,100.0,30,2.842355,0.338854,2.901599,2.146899,3.696068,2.641618,3.034848,0.39323,11.921608,309.954322,3.257406,309.038276,307.706248,322.176919,309.954322,3.257406,0.286209,0.085818,0.282849,0.165895,0.483678,4.229788,1.831025,3.730546,1.83507,8.254573,8.062467,1.205402,8.221023,5.46875,9.959206,0.36675,0.087149,0.360247,0.247439,0.586866,2.842355,0.338854,2.901599,2.146899,3.696068,66,False,False
202,450,500,0.45,50,0.5,30,30,0,100.0,30,2.842355,0.338854,2.901599,2.146899,3.696068,2.641618,3.034848,0.39323,11.921608,309.430635,1.386126,309.505572,303.139074,311.440014,309.430635,1.386126,0.286209,0.085818,0.282849,0.165895,0.483678,4.229788,1.831025,3.730546,1.83507,8.254573,8.062467,1.205402,8.221023,5.46875,9.959206,0.36675,0.087149,0.360247,0.247439,0.586866,2.842355,0.338854,2.901599,2.146899,3.696068,66,False,False
47,50,500,0.75,10,0.9,30,30,0,100.0,30,2.856538,0.341732,2.840007,2.287508,3.551603,2.614036,3.031939,0.417904,11.963164,3.31899,0.074238,3.320364,3.166484,3.478402,3.31899,0.074238,0.287403,0.089977,0.255414,0.127878,0.499237,4.39878,1.922758,4.172581,1.653879,9.79708,7.92341,1.160696,7.974443,5.874408,9.604687,0.371843,0.095666,0.365929,0.20556,0.553853,2.856538,0.341732,2.840007,2.287508,3.551603,68,False,False
55,50,1000,0.25,10,0.5,30,30,0,100.0,30,2.856959,0.268001,2.837254,2.367866,3.464472,2.64768,3.006225,0.358545,9.38065,7.01202,0.202316,7.0465,6.07036,7.308091,7.01202,0.202316,0.320249,0.100402,0.316879,0.174563,0.519831,3.974112,1.93031,3.573649,1.545537,8.569014,7.325285,1.173462,6.939791,5.425144,9.650391,0.406991,0.098723,0.394884,0.262025,0.606642,2.856959,0.268001,2.837254,2.367866,3.464472,69,False,False
213,450,500,0.75,150,0.1,30,30,0,100.0,30,2.857716,0.476858,2.844363,2.064855,3.859014,2.513384,3.127729,0.614345,16.686667,315.959516,4.043975,316.320652,310.764009,331.858099,315.959516,4.043975,0.278807,0.094973,0.264085,0.152194,0.51221,5.147229,2.03206,4.75082,1.89786,9.491474,8.308206,1.288904,8.425998,5.514988,9.943974,0.339297,0.123498,0.309718,0.207578,0.790839,2.857716,0.476858,2.844363,2.064855,3.859014,70,False,False
136,150,1000,0.25,10,0.5,30,30,0,100.0,30,2.868476,0.39223,2.919366,2.060493,3.610041,2.625719,3.138406,0.512686,13.673801,44.535877,0.941831,44.745488,41.507014,45.694842,44.535877,0.941831,0.271493,0.074377,0.281724,0.147757,0.468522,4.698379,2.105157,4.081635,2.065743,9.989318,7.528014,1.236364,7.488783,5.167008,9.870672,0.392024,0.113925,0.39628,0.207452,0.654887,2.868476,0.39223,2.919366,2.060493,3.610041,71,False,False
76,50,1000,0.75,50,0.5,30,30,0,100.0,30,2.870637,0.355257,2.809766,2.174451,3.789789,2.716896,2.994554,0.277658,12.375558,6.567186,0.125478,6.591369,6.214876,6.762677,6.567186,0.125478,0.281103,0.086586,0.260292,0.175357,0.531135,4.622207,1.569506,4.523969,2.089341,7.395277,7.863906,1.143396,7.962568,5.314908,9.955973,0.364595,0.085731,0.333864,0.225443,0.602567,2.870637,0.355257,2.809766,2.174451,3.789789,72,False,False
127,150,500,0.75,10,0.5,30,30,0,100.0,30,2.871212,0.374726,2.968066,1.872344,3.433795,2.629247,3.122706,0.493459,13.051153,21.944058,0.186294,21.95564,21.538823,22.320176,21.944058,0.186294,0.276096,0.101484,0.259731,0.150523,0.513123,4.536411,2.189243,4.174432,1.699354,9.871562,8.025527,1.300751,8.247675,6.008229,9.944696,0.371568,0.098959,0.36172,0.209851,0.566858,2.871212,0.374726,2.968066,1.872344,3.433795,73,False,False
80,50,1000,0.75,150,0.9,30,30,0,100.0,30,2.877246,0.426916,2.903155,2.041325,3.639489,2.506992,3.15815,0.651158,14.837662,6.442022,0.140538,6.44768,5.928989,6.764934,6.442022,0.140538,0.274501,0.090656,0.2661,0.133157,0.518791,4.551831,1.852069,3.940418,1.721805,8.038342,7.904709,1.194447,8.039057,5.91389,9.978251,0.372025,0.092378,0.376783,0.237603,0.621926,2.877246,0.426916,2.903155,2.041325,3.639489,74,False,False
223,450,1000,0.25,150,0.5,30,30,0,100.0,30,2.878211,0.400141,2.882774,2.21437,3.722204,2.556961,3.146107,0.589146,13.902422,626.997569,7.385876,625.753405,622.201038,664.916302,626.997569,7.385876,0.245003,0.056308,0.242417,0.128507,0.373532,5.043513,1.997663,4.455458,2.458905,9.753769,8.289931,1.082552,8.315351,5.60747,9.88259,0.347676,0.080615,0.342858,0.226141,0.570742,2.878211,0.400141,2.882774,2.21437,3.722204,75,False,False
225,450,1000,0.45,10,0.1,30,30,0,100.0,30,2.880307,0.346373,2.912189,2.219537,3.506562,2.660183,3.130213,0.47003,12.025559,622.486206,16.187238,618.867848,596.644272,673.029852,622.486206,16.187238,0.262434,0.077763,0.258931,0.137196,0.54056,4.617519,1.795985,4.577223,1.771867,8.310096,8.126753,1.133263,8.15824,6.001403,9.943974,0.365206,0.092845,0.344117,0.239811,0.579619,2.880307,0.346373,2.912189,2.219537,3.506562,76,False,False
67,50,1000,0.45,50,0.5,30,30,0,100.0,30,2.884759,0.432876,2.735484,2.257793,3.827003,2.57529,3.253043,0.677753,15.005604,6.757046,0.210665,6.761997,6.336049,7.131174,6.757046,0.210665,0.292794,0.095708,0.275629,0.137572,0.571874,4.178611,1.903571,3.671283,1.545099,9.558414,7.826579,1.125185,7.674649,5.912756,9.734006,0.381011,0.088533,0.366144,0.259791,0.646452,2.884759,0.432876,2.735484,2.257793,3.827003,77,False,False
38,50,500,0.45,10,0.9,30,30,0,100.0,30,2.893468,0.402407,2.836991,2.10163,3.733806,2.595224,3.130784,0.535561,13.907445,3.429752,0.069738,3.429124,3.218676,3.650841,3.429752,0.069738,0.256222,0.091887,0.241905,0.130741,0.565334,5.418593,2.211599,4.964651,2.010959,9.72397,8.15786,1.347276,8.341881,5.439345,9.964754,0.350156,0.106492,0.32577,0.206906,0.652192,2.893468,0.402407,2.836991,2.10163,3.733806,78,False,False
153,150,1000,0.75,10,0.1,30,30,0,100.0,30,2.89427,0.320896,2.919469,2.354883,3.53095,2.622104,3.131353,0.509249,11.087288,44.560594,0.398595,44.55908,43.401111,46.015904,44.560594,0.398595,0.29493,0.114372,0.279927,0.143598,0.577586,4.621548,2.013345,4.149259,2.009427,9.756478,7.49084,1.207378,7.404271,5.434906,9.456122,0.388659,0.100273,0.360488,0.264952,0.589991,2.89427,0.320896,2.919469,2.354883,3.53095,79,False,False
207,450,500,0.75,10,0.1,30,30,0,100.0,30,2.898329,0.339258,2.877545,2.219537,3.587011,2.655952,3.061612,0.40566,11.705284,310.379757,0.924136,310.160322,309.126108,312.853819,310.379757,0.924136,0.277341,0.093613,0.256529,0.155671,0.538569,5.013431,2.177615,4.614297,2.225381,9.491474,8.109092,1.291445,8.248655,5.700514,9.88259,0.355052,0.096449,0.336612,0.209855,0.63741,2.898329,0.339258,2.877545,2.219537,3.587011,80,False,False
210,450,500,0.75,50,0.1,30,30,0,100.0,30,2.90175,0.43381,2.902398,1.998708,3.859014,2.605055,3.157883,0.552828,14.949943,309.947386,1.333304,309.59691,306.987657,312.579216,309.947386,1.333304,0.307083,0.10613,0.299072,0.147862,0.538315,4.258203,1.860357,3.848721,1.714761,8.28597,7.432389,1.336353,7.521131,5.074816,9.943974,0.407212,0.135968,0.364857,0.236176,0.790839,2.90175,0.43381,2.902398,1.998708,3.859014,81,False,False
228,450,1000,0.45,50,0.1,30,30,0,100.0,30,2.90386,0.326173,2.927393,2.272362,3.506878,2.654484,3.139271,0.484787,11.232398,631.348987,16.209345,633.343729,594.585649,686.916289,631.348987,16.209345,0.259784,0.095103,0.238647,0.142524,0.522028,5.071847,1.973713,4.989666,2.224678,9.397347,7.916365,1.368515,7.685685,5.531289,9.943974,0.371143,0.106127,0.3459,0.211814,0.64393,2.90386,0.326173,2.927393,2.272362,3.506878,82,False,False
231,450,1000,0.45,150,0.1,30,30,0,100.0,30,2.918777,0.378721,2.896112,2.247844,3.741868,2.676328,3.119672,0.443344,12.975316,626.855905,7.533359,625.809364,619.726524,665.694152,626.855905,7.533359,0.255204,0.080674,0.239864,0.131648,0.520579,5.493671,1.954666,5.168853,1.929914,9.397347,8.101988,1.28024,8.30708,5.160956,9.88259,0.352276,0.106896,0.33948,0.220921,0.709643,2.918777,0.378721,2.896112,2.247844,3.741868,83,False,False
135,150,1000,0.25,10,0.1,30,30,0,100.0,30,2.920297,0.315595,2.955206,2.135366,3.465417,2.80988,3.098703,0.288823,10.806932,45.239878,0.670155,45.310477,43.505238,46.382233,45.239878,0.670155,0.30841,0.100448,0.274494,0.181919,0.531739,4.158631,1.79294,3.744405,1.725699,8.28597,7.244049,1.328581,7.002328,5.194283,9.304179,0.423091,0.121253,0.424697,0.228488,0.719874,2.920297,0.315595,2.955206,2.135366,3.465417,84,False,False
50,50,500,0.75,50,0.9,30,30,0,100.0,30,2.925228,0.438644,2.893209,2.161745,3.843857,2.592328,3.120774,0.528446,14.995208,3.344102,0.109089,3.320088,2.974077,3.636122,3.344102,0.109089,0.280136,0.10147,0.254836,0.134806,0.559268,4.701337,1.950529,4.419052,1.386203,8.843954,7.87147,1.190349,7.917674,5.555857,9.812883,0.37968,0.108783,0.355064,0.220775,0.578323,2.925228,0.438644,2.893209,2.161745,3.843857,85,False,False
118,150,500,0.45,10,0.5,30,30,0,100.0,30,2.930831,0.397981,2.879179,1.946922,3.816007,2.764891,3.128135,0.363244,13.579104,22.14869,0.28858,22.190058,21.377511,22.749154,22.14869,0.28858,0.272363,0.086305,0.255102,0.132975,0.521598,4.844549,2.056252,4.313486,2.153528,9.82022,7.923705,1.182431,7.94811,5.082905,9.908373,0.373632,0.108047,0.3396,0.247037,0.704173,2.930831,0.397981,2.879179,1.946922,3.816007,86,False,False
151,150,1000,0.45,150,0.5,30,30,0,100.0,30,2.93165,0.320218,2.902704,2.414069,3.733504,2.717948,3.090326,0.372378,10.922784,44.318792,0.476549,44.405772,43.051226,45.57911,44.318792,0.476549,0.272545,0.087015,0.262163,0.135401,0.513118,4.844404,2.042296,4.161169,2.056052,8.28597,7.830019,1.182155,7.683303,6.175036,9.975307,0.377064,0.092316,0.355868,0.220248,0.577432,2.93165,0.320218,2.902704,2.414069,3.733504,87,False,False
139,150,1000,0.25,50,0.5,30,30,0,100.0,30,2.934447,0.393682,2.929912,2.267314,3.758405,2.668483,3.137272,0.468789,13.415899,45.029113,0.310058,45.083402,44.227911,45.591888,45.029113,0.310058,0.260261,0.088547,0.244879,0.138465,0.504945,5.073381,2.077168,4.891229,1.36565,8.668102,8.128077,1.054837,7.976943,6.384916,9.726949,0.35955,0.083553,0.35024,0.238367,0.553535,2.934447,0.393682,2.929912,2.267314,3.758405,88,False,False
147,150,1000,0.45,50,0.1,30,30,0,100.0,30,2.934662,0.419065,2.995644,1.905671,3.762735,2.735659,3.149455,0.413797,14.279837,44.917509,0.394499,44.962149,43.598044,45.638749,44.917509,0.394499,0.292249,0.098175,0.289751,0.131893,0.511099,4.296416,1.756891,3.797641,1.855629,8.116001,7.686084,1.268988,7.872097,5.742918,9.830048,0.399902,0.115568,0.412416,0.207734,0.663689,2.934662,0.419065,2.995644,1.905671,3.762735,89,False,False
41,50,500,0.45,50,0.9,30,30,0,100.0,30,2.937395,0.519868,2.895198,2.132488,3.997324,2.470455,3.352297,0.881842,17.698252,3.304455,0.05935,3.319542,3.174315,3.457145,3.304455,0.05935,0.269561,0.086516,0.258836,0.141876,0.558431,5.061189,2.049422,4.661532,1.94089,9.854111,7.705322,1.235054,7.588799,4.767769,9.68836,0.379478,0.123527,0.356766,0.227386,0.846942,2.937395,0.519868,2.895198,2.132488,3.997324,90,False,False
63,50,1000,0.45,10,0.1,30,30,0,100.0,30,2.939185,0.397405,2.924591,2.244469,3.680443,2.633907,3.230904,0.596996,13.520923,6.900816,0.183981,6.927202,6.217135,7.22052,6.900816,0.183981,0.295194,0.110074,0.261111,0.1401,0.67454,4.600092,1.832343,4.209765,1.360421,9.068929,7.12666,1.362396,7.22208,4.964804,9.761155,0.428665,0.15266,0.379997,0.230397,0.753466,2.939185,0.397405,2.924591,2.244469,3.680443,91,False,False
71,50,1000,0.45,150,0.9,30,30,0,100.0,30,2.940446,0.479679,2.833889,2.235688,4.161823,2.591682,3.265012,0.67333,16.313132,6.57038,0.194527,6.614986,5.659659,6.700458,6.57038,0.194527,0.259708,0.062993,0.246218,0.136867,0.437807,4.878472,1.500131,4.635123,2.526685,7.508924,8.146643,1.153899,8.188503,5.998003,9.892236,0.356594,0.074886,0.358616,0.242062,0.491378,2.940446,0.479679,2.833889,2.235688,4.161823,92,False,False
144,150,1000,0.45,10,0.1,30,30,0,100.0,30,2.941229,0.411927,2.936068,2.221381,3.661486,2.623534,3.291261,0.667727,14.005253,45.335495,0.46217,45.328128,44.498362,46.818914,45.335495,0.46217,0.297364,0.131629,0.25243,0.149588,0.615794,4.968879,2.115683,4.802776,1.525437,8.346333,7.423455,1.180821,7.681741,5.29274,9.422338,0.394254,0.1267,0.32841,0.264335,0.736626,2.941229,0.411927,2.936068,2.221381,3.661486,93,False,False
187,450,100,0.75,150,0.5,30,30,0,100.0,30,2.942037,0.503814,2.879902,2.047339,3.940946,2.590704,3.200277,0.609573,17.124655,61.353193,0.409899,61.429542,60.240789,61.931323,61.353193,0.409899,0.283596,0.118098,0.260546,0.136535,0.633068,4.873526,2.115107,4.474133,2.072976,9.491474,8.172078,1.308251,8.180243,5.023349,9.943974,0.369216,0.142573,0.316602,0.218983,0.824826,2.942037,0.503814,2.879902,2.047339,3.940946,94,False,False
181,450,100,0.75,10,0.5,30,30,0,100.0,30,2.947631,0.503622,2.879902,2.047339,3.905251,2.590704,3.200277,0.609573,17.085637,61.602018,0.594135,61.448642,61.024177,64.105496,61.602018,0.594135,0.299983,0.143398,0.260546,0.136535,0.670268,4.694521,2.245659,4.413228,1.737833,9.491474,8.12383,1.391025,8.180243,5.023349,9.943974,0.380162,0.157031,0.316602,0.218983,0.824826,2.947631,0.503622,2.879902,2.047339,3.905251,95,False,False
184,450,100,0.75,50,0.5,30,30,0,100.0,30,2.947631,0.503622,2.879902,2.047339,3.905251,2.590704,3.200277,0.609573,17.085637,61.663697,0.783875,61.506387,60.691381,64.975286,61.663697,0.783875,0.299983,0.143398,0.260546,0.136535,0.670268,4.694521,2.245659,4.413228,1.737833,9.491474,8.12383,1.391025,8.180243,5.023349,9.943974,0.380162,0.157031,0.316602,0.218983,0.824826,2.947631,0.503622,2.879902,2.047339,3.905251,95,False,False
176,450,100,0.45,50,0.9,30,30,0,100.0,30,2.948935,0.45373,2.929672,2.028854,3.92118,2.679906,3.296948,0.617042,15.386243,61.944681,0.690922,61.856798,61.051838,65.174175,61.944681,0.690922,0.288167,0.121267,0.269954,0.156744,0.586452,4.728458,1.86276,4.656957,2.110608,9.491474,7.854449,1.446489,8.15594,5.074816,9.88259,0.387764,0.139904,0.344277,0.213357,0.78585,2.948935,0.45373,2.929672,2.028854,3.92118,97,False,False
179,450,100,0.45,150,0.9,30,30,0,100.0,30,2.948935,0.45373,2.929672,2.028854,3.92118,2.679906,3.296948,0.617042,15.386243,61.84949,0.309464,61.856236,61.261063,62.711257,61.84949,0.309464,0.288167,0.121267,0.269954,0.156744,0.586452,4.728458,1.86276,4.656957,2.110608,9.491474,7.854449,1.446489,8.15594,5.074816,9.88259,0.387764,0.139904,0.344277,0.213357,0.78585,2.948935,0.45373,2.929672,2.028854,3.92118,97,False,False
173,450,100,0.45,10,0.9,30,30,0,100.0,30,2.948935,0.45373,2.929672,2.028854,3.92118,2.679906,3.296948,0.617042,15.386243,62.206361,1.159251,61.890862,61.418272,67.22131,62.206361,1.159251,0.288167,0.121267,0.269954,0.156744,0.586452,4.728458,1.86276,4.656957,2.110608,9.491474,7.854449,1.446489,8.15594,5.074816,9.88259,0.387764,0.139904,0.344277,0.213357,0.78585,2.948935,0.45373,2.929672,2.028854,3.92118,97,False,False
193,450,500,0.25,50,0.5,30,30,0,100.0,30,2.952214,0.506402,2.961668,2.019799,4.176498,2.590084,3.097281,0.507197,17.153282,310.352602,1.774538,310.260968,307.435968,318.334979,310.352602,1.774538,0.264778,0.12928,0.232897,0.129226,0.774308,5.454873,2.14021,5.315227,1.064529,9.491474,8.081717,1.229626,7.991635,5.563679,9.943974,0.360687,0.121221,0.335185,0.206301,0.800524,2.952214,0.506402,2.961668,2.019799,4.176498,100,False,False
133,150,500,0.75,150,0.5,30,30,0,100.0,30,2.952643,0.375657,2.970635,2.287991,3.977901,2.674296,3.146964,0.472667,12.722726,21.84975,0.23895,21.880866,21.264509,22.218001,21.84975,0.23895,0.309121,0.094077,0.295304,0.181919,0.546814,4.148817,1.921462,3.847902,1.73701,8.28597,7.909957,1.188101,7.931615,5.842926,9.796148,0.382851,0.086409,0.371356,0.243038,0.573004,2.952643,0.375657,2.970635,2.287991,3.977901,101,False,False
79,50,1000,0.75,150,0.5,30,30,0,100.0,30,2.954868,0.294482,3.066425,2.385834,3.486467,2.744494,3.123191,0.378697,9.96601,6.459051,0.220342,6.505562,5.394743,6.659071,6.459051,0.220342,0.322863,0.095169,0.340234,0.159296,0.528656,4.037188,1.629641,3.747318,2.074706,6.850553,7.16066,1.154264,7.217025,5.106386,9.504248,0.423203,0.100066,0.388211,0.260881,0.669278,2.954868,0.294482,3.066425,2.385834,3.486467,102,False,False
190,450,500,0.25,10,0.5,30,30,0,100.0,30,2.957542,0.497391,2.961668,2.019799,4.176498,2.590084,3.097281,0.507197,16.817711,309.812753,2.049793,310.256588,299.577307,311.926266,309.812753,2.049793,0.263473,0.129473,0.225154,0.129226,0.774308,5.485649,2.112209,5.315227,1.064529,9.491474,8.110107,1.243527,7.991635,5.563679,9.943974,0.360182,0.12166,0.335185,0.206301,0.800524,2.957542,0.497391,2.961668,2.019799,4.176498,103,False,False
54,50,1000,0.25,10,0.1,30,30,0,100.0,30,2.971883,0.398584,3.034387,2.190568,3.989045,2.728461,3.263856,0.535394,13.411848,6.618771,0.748699,6.992998,5.33087,7.496939,6.618771,0.748699,0.333544,0.12215,0.30204,0.156244,0.68197,3.638177,1.337446,3.567856,1.288221,6.45871,6.72717,1.321107,6.561774,4.27504,9.123905,0.480131,0.153999,0.482816,0.262913,0.942728,2.971883,0.398584,3.034387,2.190568,3.989045,104,False,False
156,150,1000,0.75,50,0.1,30,30,0,100.0,30,2.991883,0.371622,2.932394,2.357345,3.861771,2.711385,3.205187,0.493802,12.420993,44.362172,0.430179,44.443092,42.870883,45.30383,44.362172,0.430179,0.307083,0.086315,0.306071,0.173342,0.48128,4.206214,1.661972,3.541558,2.120031,8.118644,7.115309,1.259649,7.087168,5.002062,9.636561,0.436475,0.127805,0.396099,0.264335,0.723294,2.991883,0.371622,2.932394,2.357345,3.861771,105,False,False
219,450,1000,0.25,50,0.1,30,30,0,100.0,30,2.992966,0.405476,3.006049,1.92558,3.95195,2.765976,3.22187,0.455894,13.547621,635.446642,7.792665,634.30112,620.024608,669.832149,635.446642,7.792665,0.279412,0.092727,0.264909,0.163541,0.536761,4.903188,1.956635,4.581947,2.199847,9.491474,7.833984,1.558175,7.965202,4.308444,9.943974,0.395801,0.152964,0.359236,0.205604,0.955198,2.992966,0.405476,3.006049,1.92558,3.95195,106,False,False
37,50,500,0.45,10,0.5,30,30,0,100.0,30,2.997168,0.442446,2.888614,2.157678,4.102509,2.672454,3.266943,0.594489,14.76214,3.43527,0.094837,3.449622,3.134644,3.568444,3.43527,0.094837,0.321876,0.109767,0.317969,0.171382,0.601422,4.08081,1.848481,3.53987,1.467355,8.940865,7.232176,1.10808,7.319641,5.001331,9.391893,0.43101,0.126151,0.412616,0.242118,0.806849,2.997168,0.442446,2.888614,2.157678,4.102509,107,False,False
196,450,500,0.25,150,0.5,30,30,0,100.0,30,3.002707,0.473105,3.002962,2.21437,4.111235,2.644598,3.237907,0.593309,15.755948,310.197318,2.575116,309.931856,306.379225,322.820524,310.197318,2.575116,0.270934,0.097962,0.23919,0.129226,0.576249,5.027504,2.110059,4.81143,1.609859,9.491474,8.020389,1.367219,8.099481,4.893038,9.943974,0.382092,0.13188,0.344889,0.226141,0.733145,3.002707,0.473105,3.002962,2.21437,4.111235,108,False,False
45,50,500,0.75,10,0.1,30,30,0,100.0,30,3.006835,0.454041,2.922311,2.361856,3.850556,2.667697,3.376999,0.709302,15.100306,3.369052,0.081636,3.366085,3.187245,3.562382,3.369052,0.081636,0.270867,0.097012,0.26276,0.13762,0.597671,4.89944,1.940682,5.006151,1.792317,8.626314,7.417352,1.310303,7.387002,4.626349,9.699001,0.414912,0.126534,0.395823,0.244736,0.787653,3.006835,0.454041,2.922311,2.361856,3.850556,109,False,False
