id_combinacion,semilla,numb_bees,max_itrs,p_f,limit,modification_rate,fitness_final,factible,violacion_total,tiempo_ejecucion,x1,x2,x3,x4,convergencia_final
0,2,50,100,0.25,10,0.1,3.1064026585244173,True,0.0,1.068075,0.2938932995944266,4.533436428049596,8.760154109344876,0.34231928277569695,3.1064026585244173
0,3,50,100,0.25,10,0.1,2.9859959466608728,True,0.0,1.102303,0.4473779745983059,1.8529334795567989,6.97149606951853,0.4845361063928855,2.9859959466608728
0,5,50,100,0.25,10,0.1,3.9791077897862865,True,0.0,1.079811,0.29145529241367724,5.323897093328593,4.4930049108562695,0.8330113773333355,3.9791077897862865
0,7,50,100,0.25,10,0.1,4.00037516876753,True,0.0,1.02088,0.5755576693032766,1.9076371830646366,4.683640355623487,0.9212718795743049,4.00037516876753
0,11,50,100,0.25,10,0.1,3.3564383165534153,True,0.0,1.10146,0.5000645848826292,2.211083850707744,5.093488625382188,0.6911607930011271,3.3564383165534153
0,13,50,100,0.25,10,0.1,3.8441023424636924,True,0.0,1.117811,0.21362670568331196,5.770332625201107,7.477507323757055,0.4995884724018754,3.8441023424636924
0,17,50,100,0.25,10,0.1,4.063307665519394,True,0.0,1.098224,0.7186775064964516,1.5816713707475905,4.363260266164173,0.9663661577177247,4.063307665519394
0,19,50,100,0.25,10,0.1,4.935550841057981,True,0.0,1.024936,0.40541457414925447,3.0168543858622447,6.591356801663549,0.8131208156687858,4.935550841057981
0,23,50,100,0.25,10,0.1,3.600711126077549,True,0.0,1.010734,0.23607440194800414,8.345804439451165,8.963376907413329,0.3203448576251392,3.600711126077549
0,29,50,100,0.25,10,0.1,3.8552996732822598,True,0.0,1.063447,0.14156531138120218,9.245180112138906,9.112955425162596,0.35821103624422057,3.8552996732822598
0,31,50,100,0.25,10,0.1,3.1668085711833616,True,0.0,1.023834,0.4871852794457552,2.466605122880467,6.078237498617472,0.523351646373618,3.1668085711833616
0,37,50,100,0.25,10,0.1,3.5808923515466997,True,0.0,1.102905,0.4810501284394983,2.7570602752243727,5.978250514670869,0.5967511222828937,3.5808923515466997
0,41,50,100,0.25,10,0.1,4.224909953597447,True,0.0,1.015518,0.44459154914317983,4.051523343533422,5.185458712298667,0.7417186894942318,4.224909953597447
0,43,50,100,0.25,10,0.1,4.33033981760986,True,0.0,1.06953,0.9480254939158351,1.1386749395822755,4.271879763707907,1.0284420116507393,4.33033981760986
0,47,50,100,0.25,10,0.1,2.9279021084842523,True,0.0,1.068364,0.3168442035794918,2.5266849658390234,7.982889561191093,0.4171435026739989,2.9279021084842523
0,53,50,100,0.25,10,0.1,2.3928058814031474,True,0.0,1.025294,0.2627582359415799,2.957165472748114,9.123905291362583,0.2911665338195554,2.3928058814031474
0,59,50,100,0.25,10,0.1,4.216078989100357,True,0.0,0.863262,0.7963505634516052,1.2260249465175892,4.9915729430183635,0.9181459185397112,4.216078989100357
0,61,50,100,0.25,10,0.1,3.657739800481623,True,0.0,1.027649,0.2803030536290469,4.447763304004022,5.308115375398875,0.6944683361247944,3.657739800481623
0,67,50,100,0.25,10,0.1,3.5491656575643544,True,0.0,0.926038,0.23126020569275768,3.188962394380664,8.476461337814447,0.47944366449375203,3.5491656575643544
0,71,50,100,0.25,10,0.1,3.0369445273429236,True,0.0,0.956164,0.35671055895973225,3.2857159281972415,7.6961823511215295,0.4023402057741289,3.0369445273429236
0,73,50,100,0.25,10,0.1,3.635539411512052,True,0.0,1.03178,0.4401544274420058,3.250500138536607,4.813762013359112,0.7358767991296463,3.635539411512052
0,79,50,100,0.25,10,0.1,3.238572264268706,True,0.0,0.987217,0.29247527233032916,5.8226748875121315,6.319171504038839,0.4460934080322855,3.238572264268706
0,83,50,100,0.25,10,0.1,3.9890446370332,True,0.0,0.939356,0.4703269304404696,2.908168673325339,4.2750397968749905,0.9427283770274059,3.9890446370332
0,89,50,100,0.25,10,0.1,3.9788772276723803,True,0.0,0.906596,0.25407226278538053,6.107347612544703,9.977505720124363,0.36711481328409257,3.9788772276723803
0,97,50,100,0.25,10,0.1,5.07685858552672,True,0.0,0.865064,0.5481661295711522,4.840044477521851,4.790823879704788,0.799148970377041,5.07685858552672
0,101,50,100,0.25,10,0.1,2.7576501649855922,True,0.0,0.788835,0.2010360047689048,4.705687017850251,7.116247174755698,0.397798627517232,2.7576501649855922
0,103,50,100,0.25,10,0.1,3.879153764038601,True,0.0,0.729816,0.6590823801940839,2.0261185301773255,5.259013768546967,0.7168986471541549,3.879153764038601
0,107,50,100,0.25,10,0.1,3.6285384217698455,True,0.0,0.756114,0.2525495145737699,7.129066010970933,7.785094920203481,0.39503974202247283,3.6285384217698455
0,109,50,100,0.25,10,0.1,3.8599850318578035,True,0.0,0.756114,0.3829503043346312,3.7338032816061117,4.930362338889346,0.7738309159740658,3.8599850318578035
0,113,50,100,0.25,10,0.1,4.0135913997973836,True,0.0,0.785663,0.42344411573702334,3.2943924985311854,4.664526516108012,0.8660146371080253,4.0135913997973836
1,2,50,100,0.25,10,0.5,3.1064026585244173,True,0.0,0.730082,0.2938932995944266,4.533436428049596,8.760154109344876,0.34231928277569695,3.1064026585244173
1,3,50,100,0.25,10,0.5,4.400901143457667,True,0.0,0.721716,0.8878389682151946,1.3542270156738319,4.241761567394057,1.0281775324852946,4.400901143457667
1,5,50,100,0.25,10,0.5,3.8512366337230537,True,0.0,0.880702,0.49020214373403936,4.305087497371211,5.818651346099598,0.5285484086101664,3.8512366337230537
